CVR Nummer,Navn,Kommune Navn
40392467,Træ/Flise service,SLAGELSE
35265236,Slagelse Skakklub,SLAGELSE
39825813,Nemt IT,SLAGELSE
39498006,R.H BYG,SLAGELSE
33623771,Nicolai Klausen,SLAGELSE
34808929,A&F Service,SLAGELSE
35624392,Proacto,SLAGELSE
36873000,Gardehusarregimentets Løjtnantsforening,SLAGELSE
29482683,Merete Nøhr,SLAGELSE
41955902,T. Ottesen Ejendomme ApS,SLAGELSE
19598403,SP BYG V/SØREN PETERSEN,SLAGELSE
35156127,Grundejerforeningen Mosevænget,SLAGELSE
13356475,ARKITEKT M A A                    TORBEN WISSING ANDERSEN,SLAGELSE
33601190,Fysioterapeut Nadia Jaouani Munk Pedersen,SLAGELSE
39536978,Grundejerforeningen Valmuevej,SLAGELSE
31090172,WETTENDORFF ApS,SLAGELSE
34663289,Grundejerforeningen Højen Korsør,SLAGELSE
38023721,Venneforeningen på Plejecenter Møllebakken,SLAGELSE
29413711,BRUUN & FOGED HOLDING ApS,SLAGELSE
32750958,Ejerlejlighedsforening Matr.Nr. 14b Skælskør,SLAGELSE
27700055,Tømrermester Thomas Jensen,SLAGELSE
32107621,Elite Malerservice v/Rune Blichfeldt Hall,SLAGELSE
41621141,Lav Byg,SLAGELSE
41623888,Tagrytteren Modelbane klub,SLAGELSE
26853613,Helle Hansen,SLAGELSE
26192005,Handelshuset Axelhus v/K H Bentsen,SLAGELSE
41362014,X-ray MD ApS,SLAGELSE
30369394,Grøn service v/Sven Thor Rasmussen,SLAGELSE
40403833,Team Halfest,SLAGELSE
34786437,G/F Søparken II,SLAGELSE
37595624,Grundejerforeningen Esbjergvej4200,SLAGELSE
35362878,Korsør Aktive Kvinder,SLAGELSE
12339607,ApS KBUS 8 NR.3528,SLAGELSE
18953684,CLAUS MØLLER SØRENSEN,SLAGELSE
27031587,EHS EJENDOMSSELSKABET ApS,SLAGELSE
34553270,Pensionisternes Samvirke Ældre hjælper Ældre Korsør,SLAGELSE
24221202,ROSENS SMØRREBRØD ApS,SLAGELSE
27485618,Hanne Jensen,SLAGELSE
34243123,Maria Bernholdt,SLAGELSE
14856641,MARIANNE KORGAARD,SLAGELSE
30141806,Slagelse Skakklub,SLAGELSE
41192798,Gallant Club ApS,SLAGELSE
88448715,RØDSTENSGÅRDEN V/VILLY V JENSEN,SLAGELSE
39801329,Magikeren,SLAGELSE
76012954,GÅRDEJER                          UFFE NYGÅRD PEDERSEN,SLAGELSE
40785663,Bystrategi ApS,SLAGELSE
31331684,LISTRAPE HOLDING ApS,SLAGELSE
42146994,SM Consult,SLAGELSE
36052287,COSMETIC LASER IVS,SLAGELSE
31093341,Barbae v/Cetin Nacak,SLAGELSE
29011222,GEORG BERG HOLDING A/S,SLAGELSE
28130805,GAARDBOE-HENRIKSEN ApS,SLAGELSE
17079786,BJØRNS AUTOLAK. SLAGELSE ApS,SLAGELSE
33522649,Slagelse Grundejerforening,SLAGELSE
19351033,MORGEN COMPUTERS                  V/KIM MORGEN,SLAGELSE
42605441,Valsted Invest ApS,SLAGELSE
34592055,NÆSTVED LANDEVEJ HOLDING ApS,SLAGELSE
34617309,PRINTXPERTEN ApS,SLAGELSE
33122551,CA Service v/Casper Andersen,SLAGELSE
35402837,SLAGELSE TØMREREN ApS,SLAGELSE
41299991,"Kirke Stillinge kirke, v. Kirke Stillinge sogns menighedsråd",SLAGELSE
18270447,ALMENT PRAKTISERENDE LÆGE AXEL TOFT ApS,SLAGELSE
33607954,Grundejerforenningen Smedevej 1 A-G,SLAGELSE
28975848,JCLM HOLDING ApS,SLAGELSE
41226773,CS Holding ApS,SLAGELSE
30150147,Uffe Jensen,SLAGELSE
33226829,Starlight Koret,SLAGELSE
35976558,Vej lauget Bagervænget,SLAGELSE
33323670,Slagelse Industriservice v/Martin Pedersen,SLAGELSE
28706006,"ANPARTSSELSKABET AF 18/5 2005,    SLAGELSE",SLAGELSE
31152194,ALEX SALLI HOLDING ApS,SLAGELSE
39393603,Korsør Ejendomme ApS,SLAGELSE
25098285,Janne Baad,SLAGELSE
32802990,Ejerforeningen Lindevej 13,SLAGELSE
36157178,Sonny Tattoo Art,SLAGELSE
38314939,B2B Vestsjælland,SLAGELSE
37812935,Sundhedsautoriseret Massør Hanne Becher,SLAGELSE
40312978,FMF Trading IVS,SLAGELSE
76398518,DANSPAR ApS,SLAGELSE
74832717,RINGEN I SLAGELSE,SLAGELSE
21020877,NIELS MØLLERS VVS                 V/NIELS ENØE MØLLER,SLAGELSE
36938005,H.J. Bruno Hansen ApS,SLAGELSE
34222010,MACC GROUP ApS,SLAGELSE
38723480,Mina Group IVS,SLAGELSE
41246855,kok-amok catering ApS,SLAGELSE
65438313,SLAGELSE AUTOSERVICE ApS,SLAGELSE
38542524,Nielsens Dækservice,SLAGELSE
37490563,Skælskørs Perle,SLAGELSE
37839949,Murermester Christian Tribler,SLAGELSE
38142798,"GrundejerforeningHesselhaven 39-91, Skælskør",SLAGELSE
32171850,"Kulturforeningen ""Loens Venner""",SLAGELSE
41350555,Slagelse Aikido Klub,SLAGELSE
72158555,SLAGELSE BØRNEFILMKLUB V/KASSERER NIELS BORUP JAKOBSEN,SLAGELSE
34643180,Hyggeklubben i Kirke Stillinge,SLAGELSE
35372482,Grundejerforeningen Mølleparken,SLAGELSE
34564582,Vestermose Hyggeklub,SLAGELSE
18210940,PETER ANDERSEN,SLAGELSE
27730116,OLE RASMUSSEN,SLAGELSE
37642630,Grundejerforeningen Havnefronten ved Strandvej,SLAGELSE
32745423,Ejerlejligheds Foreningen Bredegade 4,SLAGELSE
20754737,PALLE LINDHOLM CHRISTIANSEN,SLAGELSE
26201411,CENTERFORENINGEN VESTSJÆLLANDSCENTRET,SLAGELSE
26360536,Bluestar Service,SLAGELSE
32757502,Ejerforeningen Brogade 9,SLAGELSE
28487231,Den lille beauty box v/Elisabeth Sommer,SLAGELSE
38964356,Davidge Holding IVS,SLAGELSE
28487673,TRANSPORTSPECIALISTEN A/S,SLAGELSE
38815199,T. Busser ApS,SLAGELSE
36245034,Believe Dance v/Mette Buchwald Hansen,SLAGELSE
38341502,Kristoffer Falk,SLAGELSE
37307092,NEJK ApS,SLAGELSE
33337477,DcH Slagelse,SLAGELSE
37171921,Krebsgården I/S,SLAGELSE
25099982,SKOVGAARD INVEST ApS UNDER        STIFTELSE,SLAGELSE
35566597,Grundejerforeningen Grønnebakken,SLAGELSE
33766238,MARK K HOLDING ApS,SLAGELSE
48096514,KEEN BRYDE PEDERSEN,SLAGELSE
37124060,J.A.F Service,SLAGELSE
15321032,RENTIER NIELS CHR NIELSEN & HUSTRUANNA MARIE FØDT POULSENS MINDE-   LEGAT,SLAGELSE
29467684,CLINICKSHIVA v/Jytte Olesen,SLAGELSE
29483736,Madsen Antenneservice v/Hans Madsen,SLAGELSE
17615998,FYSIOTERAPIEN V/GURLI KNUDSEN,SLAGELSE
30410661,Unique Equipment v/Jesper Roger Henriksen,SLAGELSE
12765746,PRÆSTEGÅRDSKASSEN FOR SØNDERUP -  NORDRUP - GUDOM SOGNE,SLAGELSE
13137145,BIOGRAFEN 1 - 2                   V/JENS AAGE ERSLEV,SLAGELSE
28572654,"Slagelse Boligselskab, Afd. 9",SLAGELSE
24241777,HANS ERIK HANSEN HOLDING ApS,SLAGELSE
36290676,Teknisten,SLAGELSE
35993215,REJSEBUREAU KLINGENBERG,SLAGELSE
25186915,Deep Studio Produktion            v/Simon Robert Hilden,SLAGELSE
11963692,JAVA BRÆNDERIET                   DELIKATESSEHUSET INDIA            V/KATHE SCHMIDT,SLAGELSE
28611560,M H Byg v/Morten Henriksø,SLAGELSE
15510234,HENRIK BARSØE,SLAGELSE
21759236,STIL & TRADITION                  V/CHRISTINA HELENE JENSEN,SLAGELSE
26052815,Elektrikeren                      v/Jens Eriksen,SLAGELSE
88046110,STRANDVEJSMØLLEN J H ANIMAL FOOD  V/JØRGEN C HANSEN,SLAGELSE
73817218,SLAGELSE CITYFORENING,SLAGELSE
26203953,"Journalist, Kommunikations-       rådgivning v/Jens S. Larsen",SLAGELSE
25313550,Abc Data                          V/Marianne Riiber,SLAGELSE
16987808,SLAGELSE POLITISTATIONS KANTINE,SLAGELSE
25888839,DSB Cafe v/Connie Scheibel,SLAGELSE
75849613,OVERLÆGE HERLUF SCHRØDER,SLAGELSE
16319538,Harald Sørensen,SLAGELSE
55900116,PRIORGÅRDEN                       V/TAGE CORFITSEN,SLAGELSE
25334019,FAMILIEPLEJEN SLAGELSE,SLAGELSE
16192708,Kantsø Design                     v/ Kin Kantsø,SLAGELSE
20034408,BAGGE VINIMPORT I/S               V/C BAGGE & S PEDERSEN,SLAGELSE
66823113,HANDELS- OG KONTORFUNKTIONÆRERNES FORBUND I DANMARK SLAGELSE AFD.,SLAGELSE
30008898,Dansk Tolke Service DTS v/Nour Diya Jamal-Alddine,SLAGELSE
28942176,Nuvoa Italia v/Cengiz Uzundal,SLAGELSE
32921582,Tækkemand & Tømre v/Thomas Nielsen,SLAGELSE
32003494,Lyn-Service v/Hamze Ahmad,SLAGELSE
26780527,Heidi K. Møller,SLAGELSE
29331936,K Odsgaard Multiservice,SLAGELSE
27049362,Ejendommen Sørbylillevej v/Allan Nielsen,SLAGELSE
31544688,Skælskør og Omegns Sportsrideklub,SLAGELSE
37545678,Slagelse Cykling Elite,SLAGELSE
32403344,Dennis Steen Johansen,SLAGELSE
36299339,Omø Perlen V/May-Britt Hansen,SLAGELSE
34859604,Promila v/Promila Anja Jespersen,SLAGELSE
21431109,KAISER ApS,SLAGELSE
21821934,KVIKTRANS                         V/ANJA NIELSEN,SLAGELSE
39045567,NH Broe IVS,SLAGELSE
37968307,Vejlauget Langeklinten 1-20,SLAGELSE
33793529,Forening til støtte af Vestermose Friskole,SLAGELSE
72884159,ELEKTROINGENIØR TORBEN JENSEN,SLAGELSE
13621241,SLAGELSE AUTO TEKNIK V/BRIAN EMBORG JENSEN,SLAGELSE
28349793,RK Ejendomme v/Rikke Kristensen,SLAGELSE
25796004,EJENDOMSSELSKABET SKOVSØ A/S,SLAGELSE
34617384,VITA HOME CARE ApS,SLAGELSE
36685980,I Lov It Retail ApS,SLAGELSE
38848976,APH Vikarbureau,SLAGELSE
29132305,GEORG BERG ENTREPRISE A/S,SLAGELSE
33641559,CURO I/S,SLAGELSE
34923434,Fonts Tattoo,SLAGELSE
12081774,EGON'S TURIST & MINIBUSSER I/S,SLAGELSE
30192400,FORTUNA GRAPHIC ApS,SLAGELSE
29633657,ALGADE 22 ApS,SLAGELSE
29521808,DHI HOLDING A/S,SLAGELSE
26844827,ERHVERVSPARK STOP 39 A/S,SLAGELSE
36072954,MTL TRANSPORT ApS,SLAGELSE
28234260,Dypau I/S v/Trine Dyrlund & Jette Poulsen,SLAGELSE
26082420,MURERMESTER FINN E. NIELSEN A/S,SLAGELSE
37412295,Slotsbiler,SLAGELSE
31926351,AKVARIE DISCOUNT/HANS KRISTIAN    PRAMMANN,SLAGELSE
13526036,N P ALNOR KIROPRAKTISK KLINIK     V/NIS PETER ALNOR,SLAGELSE
28862873,MØBELHUSET SLAGELSE ApS,SLAGELSE
32805639,Ejerforeningen Nygade 11,SLAGELSE
21427438,MALERMESTER HENRIK ANDERSEN,SLAGELSE
34551405,WRA v/Winnie Jeanne Werder,SLAGELSE
28682271,KIJA BYG ApS,SLAGELSE
28149239,SLAGELSETRYK MARKETING ApS,SLAGELSE
36705787,LENI Trading Aps,SLAGELSE
44014238,Friis byggeservice,SLAGELSE
20863102,ANDERS RASMUSSEN,SLAGELSE
28970102,THORVALDSENSPARKEN ApS,SLAGELSE
39029685,Antik og Skulptur's Eftf.,SLAGELSE
26747384,JOHN ANDERBERG A/S,SLAGELSE
11594581,Slagelse Handelsskoles            Udviklingsfond,SLAGELSE
37069515,INDIVIDUEL TOTALBYGGERI ApS,SLAGELSE
27295525,GLOBEX GROUP DENMARK ApS,SLAGELSE
36947217,Automation og Teknik ApS,SLAGELSE
40104399,Tilbehøret,SLAGELSE
17582933,KTB HÅNDVÆRKERHUSET A/S,SLAGELSE
25959051,ZIRA ApS,SLAGELSE
39538989,Elektronik112,SLAGELSE
15388900,PBH NR. 21.638 ApS,SLAGELSE
26721334,BYGGE- OG ANLÆGSFIRMAET HOLM SØRENSEN A/S,SLAGELSE
27296734,TDC MOBILCENTER SLAGELSE ApS,SLAGELSE
14507205,LENE'S RENGØRING                  V/LENE HANSEN,SLAGELSE
35399267,SKYBRUD & SKADESERVICETEKNIK ApS,SLAGELSE
16943398,Dsi                               v/Henrik Dalsø Olsen,SLAGELSE
32819842,Omø Boligforening v. Ole Odsgaard,SLAGELSE
35034013,TØMRERFIRMAET MARTIN LARSEN ApS,SLAGELSE
74896812,VIVI HAIRDESIGN V/VIVI LASSEN,SLAGELSE
42719226,L-A Vikarteam ApS,SLAGELSE
42654787,Service Group Danmark ApS,SLAGELSE
26240654,MOTEL STOP 39 P/S,SLAGELSE
39940108,Butcha ApS,SLAGELSE
13682577,RUGAARDS TØMRER-SNEDKERVIRKSOMHED V/SØREN RYGÅRD JENSEN,SLAGELSE
72437713,OLE CLAUSEN. SLAGELSE. ApS,SLAGELSE
38993267,B.J. rengøring,SLAGELSE
39813963,YK IVS,SLAGELSE
38626027,Toftegaard Holding ApS,SLAGELSE
30066790,KIMA INVEST ApS,SLAGELSE
32344054,FRISØR MARIANNE HANSEN,SLAGELSE
30537904,SAMS GULVBELÆGNING ApS,SLAGELSE
42809160,Rubin Negle,SLAGELSE
44220830,Practical Tai Chi Chuan Slagelse,SLAGELSE
34289859,Hjelmroth Solution v/Nicolaj Hjelmroth,SLAGELSE
28038518,Skandinavisk Operaskole v/Henning Vilen,SLAGELSE
35161813,Grundejerforeningen Rømøparken,SLAGELSE
21706183,DITLEVS KØRESKOLE V/JACOB KORNERUP DITLEVSEN,SLAGELSE
27050794,Strudahl Research                 v/Allan Strudahl,SLAGELSE
26859190,JHT HOLDING ApS,SLAGELSE
30900340,SELVBO.DK ApS,SLAGELSE
27595995,Hans Chr. Jensen,SLAGELSE
37247057,HMSJ Invest ApS,SLAGELSE
41835494,Ahn Service ApS,SLAGELSE
29515557,DENIS` AUTO ApS,SLAGELSE
28516673,PEJSEHUSET ApS,SLAGELSE
26705223,Den Selvejende Institution Trelleborg Friskole,SLAGELSE
34606684,KJÆRSGAARD VESTSJÆLLAND A/S,SLAGELSE
36639873,Davids køreskole,SLAGELSE
40790608,Den Glade Facade ApS,SLAGELSE
43586874,Guldmopperne ApS,SLAGELSE
36443278,TANDLÆGERNE I SLAGELSE I/S,SLAGELSE
38853856,HN Klima Teknik ApS,SLAGELSE
38244485,"Holsteinborg, Ørslev og Magleby sogne",SLAGELSE
38849530,Zelt Studio,SLAGELSE
33637683,LLP VEMMELEV ApS,SLAGELSE
32345557,ALL SAFE ApS,SLAGELSE
31332001,HOLDINGSELSKABET AF 4/7 2007 ApS,SLAGELSE
26480388,BJØRN BØDKER HOLDING ApS,SLAGELSE
38294806,Korsør Vinimport ApS,SLAGELSE
11450911,Vestsjællands Teaterkreds Casino,SLAGELSE
69036716,"INVESTERINGSANPARTSSELSKABET ""FREM TIDEN"", SLAGELSE",SLAGELSE
40295496,Blindekilde Vejlaug,SLAGELSE
36642556,"Vejlauget Teglmarken, 4220 Korsør, Slagelse kommune",SLAGELSE
41402946,Serop Invest ApS,SLAGELSE
30532384,ARENA TEAM ApS,SLAGELSE
36923172,OSJ ApS,SLAGELSE
40857435,Korsør Cable Park,SLAGELSE
26825512,andelsboligforeningen Blomstervang,SLAGELSE
21256242,C.L. PLASTMONTAGE                 V/CLAUS LUDVIGSEN,SLAGELSE
35636323,ZANKL EJENDOMME ApS,SLAGELSE
39042754,M.A. Montage,SLAGELSE
27267300,MT Consult v/Martin Thomassen,SLAGELSE
37446742,Fundingselskabet Danmark ApS,SLAGELSE
30773802,Malerfirma Christina Hansen,SLAGELSE
39714043,Korsør IF2018,SLAGELSE
37183903,Poltrans,SLAGELSE
43148516,GUDUMGÅRD                         V/NIELS P JENSEN,SLAGELSE
34923418,FREDE V. JØRGENSEN. MURER- OG ENTREPRENØRFORRETNING A/S,SLAGELSE
32756573,Grundejerforeningen Parcelhusene Mølleager,SLAGELSE
11117791,MURERMESTER POUL M SØRENSEN,SLAGELSE
29177007,JRJ-BYG,SLAGELSE
43010905,KE Group Holdning ApS,SLAGELSE
32746241,Ejerforeningen Hestemøllestræde 4,SLAGELSE
41432845,Demirel Holding ApS,SLAGELSE
39842637,JD  ITConsult,SLAGELSE
30804783,"KBJ HOLDING, SLAGELSE ApS",SLAGELSE
27155340,PER JUUL CHRISTENSEN HOLDING ApS,SLAGELSE
39495643,KSH Holding 2018 IVS,SLAGELSE
27399061,GLARMESTER NIELS P. JØRGENSEN HOLDING ApS,SLAGELSE
31487919,HENRIK BOYE HANSEN HOLDING ApS,SLAGELSE
35401504,PEZOL ApS,SLAGELSE
29773645,"BAGGER EJENDOMME, SLAGELSE ApS",SLAGELSE
16707570,JENS NIELSEN SLAGELSE ApS,SLAGELSE
10273498,SLAGELSE KLOAKSERVICE ApS,SLAGELSE
28290985,OTP HOLDING ApS,SLAGELSE
40289135,Dan Lachs A/S,SLAGELSE
13642036,NØRREVANGSKIRKENS MENIGHEDSRÅD,SLAGELSE
25471849,TØMRERMESTER POUL HALD'S EFTF. ApS,SLAGELSE
19370534,SPECIALLÆGE PIA SOELBERG,SLAGELSE
21636398,MALERFIRMAET LARS HANSEN,SLAGELSE
35957030,Beboerforeningen Højåsen,SLAGELSE
38438549,Grundejerforeningen Bildsø Skov,SLAGELSE
12582994,KJÆRSGAARD GARDINER V/JØRGEN GAIFORT,SLAGELSE
35207597,M & L BOLIGINVEST ApS,SLAGELSE
30739361,EJENDOMSSELSKABET JARA ApS,SLAGELSE
35368426,Miroir de salon,SLAGELSE
35925716,Bacic Coiffure,SLAGELSE
35345132,Salon Prestige,SLAGELSE
34780463,Ertebjerggaard Sportsrideklub,SLAGELSE
33004214,Eggeslevmagle Eagles Floorball,SLAGELSE
87560015,JØRGEN SCHULTZ AUTOMOBILER ApS,SLAGELSE
34148872,Art of hair v/Lise Lund Hallengreen,SLAGELSE
35749683,Fit med Mie - tid til forandring,SLAGELSE
39379449,The DryFruit Company,SLAGELSE
27165311,Annettes's Rengøring v/Annette H.B. Andersen,SLAGELSE
33846762,Mad med hjertet v/Bibi Henriette Koch,SLAGELSE
86876310,MOGENS LARSEN,SLAGELSE
40096949,TOPCU Holding ApS,SLAGELSE
36246693,Beauty 4 you,SLAGELSE
37282634,HappyHello A/S,SLAGELSE
37365068,Golfstore Slagelse ApS,SLAGELSE
37662755,FIH-Rengøringsservice,SLAGELSE
38985515,J.R. Murerforretning ApS,SLAGELSE
39186047,GTA Market Development ApS,SLAGELSE
26620783,GRØNFELT HOLDING ApS,SLAGELSE
34810737,Cartney,SLAGELSE
31581729,GUNNER V. URE OG OPTIK ApS,SLAGELSE
39934698,"Slagelse-Zealand Square Dancers, SZSD",SLAGELSE
34792720,Slagelse Turistforening,SLAGELSE
33266375,H. GØTZE HOLDING ApS,SLAGELSE
38184776,tonageklubben,SLAGELSE
35547371,Anna K v/Anna Korsgaard Johnsen,SLAGELSE
34165424,Omø Sø Pumpelag,SLAGELSE
55927111,SLAGELSE BOLIGSELSKAB,SLAGELSE
41370920,SLG Entreprise ApS,SLAGELSE
41524073,Asbæk Consulting ApS,SLAGELSE
76025452,LARS HANSEN,SLAGELSE
84634719,JØRGEN CALMAR A/S,SLAGELSE
26391237,B.K. Stoffer                      v/Hanne M. Knudsen,SLAGELSE
37994715,MJ Multiservice,SLAGELSE
34446806,Grundejerforeningen Stenbækvej,SLAGELSE
38186043,Grundejerforeningen Frølunde Fed,SLAGELSE
27743447,Lægefirma Heidi Mühlbrandt,SLAGELSE
33152140,SAB GROUP ApS,SLAGELSE
39724014,Brorupgaard ApS,SLAGELSE
34643520,Hashøj Pensionistforening,SLAGELSE
28491824,Socialdemokratiet kommunekreds Slagelse,SLAGELSE
37562858,Korsør holder ... sammen,SLAGELSE
38831704,Skælskør Egnshistoriske Arkivs Udgiverselskab,SLAGELSE
33302991,Ejerforeningen Algade 47,SLAGELSE
34632618,Frisør Star v/Mahmut Sayhan,SLAGELSE
20085398,ARNE BOLDT HOLDING ApS,SLAGELSE
27491669,Den mediegrafisk Klub Danapak,SLAGELSE
35174818,Ejerforeningen Brænderigården Slagelse,SLAGELSE
40150889,Sørbymagle IF Fodbold,SLAGELSE
36286296,Tao Martial Arts Fuglebjerg,SLAGELSE
36309970,Tårnborg Lokalråd,SLAGELSE
38190741,Stig Rasmussen Ejendomme ApS,SLAGELSE
34114447,Wincentz Byg v/Martin Danstrup Wincentz,SLAGELSE
27253342,MSAJ HOLDING ApS,SLAGELSE
41399961,Lars Niemann Family Holding ApS,SLAGELSE
33990073,Eggeslevmagle Fodboldklubs venneforening,SLAGELSE
38203789,Haveforeningen Halsskov,SLAGELSE
30064828,Op med Håret I/S v/L.B. Andersen & A.E. Jensen,SLAGELSE
36267585,KH LANDSKABSPLEJE v/Leif Poulsen,SLAGELSE
26259320,J & L Regnskab I/S,SLAGELSE
27657443,Lyager v/Bjarne Nielsen,SLAGELSE
34637482,Slots Bjergby Landsbyråd,SLAGELSE
32871623,Larsens Vinduespolering v/Michael Larsen,SLAGELSE
31410266,Hanoman v/Thomas Allan Hansen,SLAGELSE
34640718,Torsdagsklubben Bisserup Pensionistforening,SLAGELSE
34247870,A2B Services,SLAGELSE
16807702,RYNORD REVISION V/KIRSTEN RYNORD,SLAGELSE
36641258,spenner,SLAGELSE
42926442,Ejendomsselskabet STL ApS,SLAGELSE
35131507,Din Arbejdsskadeforsikring,SLAGELSE
75862717,H. JUL. FJERRING A/S.             RÅDGIVENDE INGENIØRER,SLAGELSE
40069976,Living by Calou,SLAGELSE
41806761,"Broderloge nr. 106 Hellig Anders, Restaurations- og Festudvalget",SLAGELSE
39450747,Korsør Selvforsvars Akademi,SLAGELSE
41781246,Rent Havmiljø Nu,SLAGELSE
32821650,Andelsboligforeningen Pakhusstrædet II,SLAGELSE
42212563,Meinerts Grøntsager,SLAGELSE
32378234,Støtte og Veteranforeningen,SLAGELSE
34712980,HØJEN HOLDING STATSAUTORISERET REVISIONSANPARTSSELSKAB,SLAGELSE
37938793,Villa Patina,SLAGELSE
29341370,Bildsø Camping v/Søren Iversen,SLAGELSE
29981299,Express Pizza Kebab House v/Burhan Gökgen,SLAGELSE
21604135,FRISØR MONO                       V/MALENE AAGREN,KORSØR
27628257,Købmandsgården i Vemmelev         v/Simonne G. Jensen,KORSØR
32283381,SKOVSØ ERHVERVSUDLEJNING A/S,SLAGELSE
33216300,All in One Dance,SLAGELSE
16427373,HASHØJ VANDFORSYNING VEST I/S,HASHØJ
19452298,GREEN LINE                        V/LAILA JENSEN,SLAGELSE
26165474,Statsaut. fodterapeut             Pernille Nygaard,KØBENHAVN
73021219,HØVE MARKS FOREDRAGSFORENING BIK,HASHØJ
25654846,Air Clean & Handelsfirma  v/Henrik Jensen,SLAGELSE
32844367,International Apparel Sourcing v/Lars Gøtterup,SLAGELSE
27958664,ARNE LAURSEN HOLDING ApS,SLAGELSE
33544146,Hjælpekunst v/Tom Norup,SLAGELSE
28981260,R.K. EJENDOMME ApS,SLAGELSE
31125324,DFO Regnskab v/Dorthe Olsen,SLAGELSE
34229910,KORSØR BOLDKLUB FODBOLDAFDELINGEN,KORSØR
26415659,Salon Venus                       v/Mie Bjerggaard Hansen,SLAGELSE
53555810,GIMLINGE FORSAMLINGSHUS           V/ELSEBETH NIELSEN,HASHØJ
17786342,PER MADSEN,GØRLEV
30001095,Brian's køreskole v/Brian Lund Hansen,SLAGELSE
29559368,Psykologisk Klinik Psyclus v/Joan Nørgaard Hartmann,SKÆLSKØR
37042749,Psykoterapi v/Helle Mieritz,SLAGELSE
37892025,Palle kogemand,SLAGELSE
38384449,Creativeinabox v/ Helle Milvertz,SLAGELSE
37612804,Den hjælpende hånd,SLAGELSE
19294188,SLAGELSE BOLIG SERVICE            V/HANS CHRISTENSEN,SLAGELSE
34160848,ENJOY IT I/S,SLAGELSE
26372402,Clinique Ajour v/Pia B. Kongsberg,SLAGELSE
39522101,Shisha Licious,SLAGELSE
72166353,BOELSMAND HOLGER SØRENSEN,SLAGELSE
31801974,Torben Martin Olsen,SLAGELSE
21127930,ANDERS VESTERGÅRD OLESEN,SLAGELSE
26937108,SBI & SHK Klubhus                 v/Torben & Tina Olsen,SLAGELSE
32620108,A.C. Multi- og service Firma v/Ali Chehayber,SLAGELSE
26422604,Tattoo-Nation                     v/Yvonne Bruun,SLAGELSE
34852383,TKJ Haveenterprise,SLAGELSE
72735250,PREBEN PETERSEN,SLAGELSE
30842782,Epheus Pizza v/Erdogan Cosan,SLAGELSE
13458448,EINER MARCHER,SLAGELSE
10167574,AKSEL LARSEN,SLAGELSE
36347538,Oniqo Beauty,SLAGELSE
28763514,"Fællesorganisationens Boligforening, Afdeling 6",SLAGELSE
28763654,"Fællesorganisationens Boligforening, Afdeling 19",SLAGELSE
11022332,KURT MAJBORG ELIASSON,SLAGELSE
11094570,FLEMMING LARSEN,SLAGELSE
12383002,Udlejningsejendommene v/Anne-Grethe Hansen,SLAGELSE
10298083,"KURT HOLM, SLAGELSE ApS",SLAGELSE
26962188,Frisør Salon Mohammed Abdulrahim,SLAGELSE
28326793,MURERMESTER HENNING JØRGENSEN ApS,SLAGELSE
72659651,KURTS OLIEFYRSSERVICE/KURT BENDER PETERSEN,SLAGELSE
27830749,Bildsø El v/F B Jørgensen,SLAGELSE
32222358,SALON GURLI/GURLI PEDERSEN,SLAGELSE
28352913,MR Facade v/Michael Rasmussen,SLAGELSE
35158731,HavneGrill kebab v/Mohammad Ziah,SLAGELSE
37762164,Slikmanden Skælskør IVS,SLAGELSE
86415313,MURERMESTER                       JENS TAGE HANSEN,SLAGELSE
10731038,JØRGEN KONDRUP PETERSEN,SLAGELSE
11174043,ANKER JENSEN,SLAGELSE
11174434,BOELSMAND                         EJLER HANSEN,SLAGELSE
12548796,TANDLÆGE KLAUS WICHMANN,SLAGELSE
17874403,FRISØR HARLEKING V/MARIANNE CHRISTIANSEN,SLAGELSE
36226943,Søren H. Regnskabshjælp,SLAGELSE
37342092,HK klub 02010122 Søværnets Operative Logistiske Støttecenter Korsør,SLAGELSE
72468953,GÅRDEJER ASGER F OLSEN,SLAGELSE
36205598,dabsk algerens,SLAGELSE
28763891,"Fællesorganisationens Boligforening, Afdeling 56",SLAGELSE
28763875,"Fællesorganisationens Boligforening, Afdeling 54 Ådalshusene",SLAGELSE
28763700,"Fællesorganisationens Boligforening, Afdeling 28",SLAGELSE
12939531,ØSTER STILLINGE MURER OG KLOAK    FORRETNING                        V/JENS ÅGE BROBY NIELSEN,SLAGELSE
35716823,Vestsjællands Marineservice v/Dorthe Christensen,SLAGELSE
84630713,TANDLÆGE K MEILAND,SLAGELSE
14596992,GÅRDEJER                          MICHAEL SØRENSEN,SLAGELSE
25733096,Reserva v/Per Schwartz,SLAGELSE
17055593,KØBMAND HANS JENSEN STRANDVEJEN   ApS,SLAGELSE
28615086,A-Horn Data v/Aage Horn,SLAGELSE
26391229,Prammanns Have & Dyrecenter       v/Maria P Prammann,SLAGELSE
26144833,Jeannette v/jeannette B. Godtfredsen,SLAGELSE
30886526,Iversen Multi Service v/Tim Heimbürger Rimmer Iversen,SLAGELSE
61468617,SØNDERUP AUTO - PLADEVÆRKSTED,SLAGELSE
31812755,Transport & Service,SLAGELSE
29748314,VERNER KRISTOFFERSEN,SLAGELSE
69040616,V H RAMMER                        V/VAGN HANSEN,SLAGELSE
27537642,KH Vikar                          v/Charlotte Højland,SLAGELSE
